"id","username","profileURL","rating","title","review_url","asin","content","date","format_strip","verified","helpful","videoURL","video_cover_url","imgs","normalImgs"
"R1V6GO3V309WQO","Nikki Chavez","https://www.amazon.com/gp/profile/amzn1.account.AEI67S6ICHD3CYC72W6D5NFSFNFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","4","","https://www.amazon.com/gp/customer-reviews/R1V6GO3V309WQO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","Was kind of a pain to put together but it was the first time I've ever assembled a bike. Seat seems like it's going to be a bit uncomfortable being only 6in. wide. Front rim is slightly bent but should be fine. Biggest complaint is they sent me the purple one when I ordered black, but that's not enough of an issue for me to bother returning it.","Reviewed in the United States on May 24, 2022","Color: Blue<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","2 people found this helpful","","","[""https://m.media-amazon.com/images/I/81lVQdt1LwL._SY88.jpg""]","[""https://m.media-amazon.com/images/I/81lVQdt1LwL.jpg""]"
"R1Z92FWYO55HBI","Dfromal","https://www.amazon.com/gp/profile/amzn1.account.AGGHLCNCMSPWNENX6KIGDFJ3LUAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","3","","https://www.amazon.com/gp/customer-reviews/R1Z92FWYO55HBI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","My 13 year old loves the bike. It was easy to assemble.  So disappointed that the bike inner tubes need to be replaced. Didn’t hold air for even one ride. 😞 Tried the troubleshooting and support links, but kept getting errors. Frustrating lack of support.","Reviewed in the United States on July 16, 2023","Color: Purple<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 24-inch","Verified Purchase","2 people found this helpful","","","[]","[]"
"RGYFB94MYLSVX","Victoria","https://www.amazon.com/gp/profile/amzn1.account.AGX6MVKDUHE3RVEFP5DNDWU2ON7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","3","","https://www.amazon.com/gp/customer-reviews/RGYFB94MYLSVX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","Cute bike and takes a few hours to get brakes and chains properly aligned.<br><br>Horrible horrible seat tho. 1st too hard more of a males seat. Long narrow and hard as a rock, women's should be shorter wider, and softer. Replaced seat and love it.<br><br> However, still doesn't quite work out for me. I'm 5'1"" (61"" on the dot), I'm pretty even when it comes to torso vs leg in making up height. And the seat is still too tall for me. (Note: if you tip toe to touch ground (while on seat) tech you dont fit it (which is what I am on this bike))<br>Lowest seat setting and still doesn't work. And lowest also doesn't stay. (I tighten it and when i sit on it (I'm only 130 so average sized) it drops down and starts turning about.) Not yet sure how I'm going to fix this problem, may need new bike but yeah it's cheap so you get what you get.","Reviewed in the United States on April 17, 2021","Color: Purple<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 24-inch","Verified Purchase","14 people found this helpful","","","[]","[]"
"ROZOFEAXX7KRT","terri haverson","https://www.amazon.com/gp/profile/amzn1.account.AFFS6OVU2MJ3FRSNXH7IBJNBNKXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","3","","https://www.amazon.com/gp/customer-reviews/ROZOFEAXX7KRT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","Read the reviews before buying this product because I couldn't believe the excellent price would offer a decent bike...my husband and I had a lot more trouble putting it together than some of the folks did but we finally got it done.  Do not buy this bike for anyone who is not at least 5'3"".  It is a very substantial bike for the money but I bought the bike for myself and even with the seat at it's lowest point I can't ride it as I am a mere 5' (and shrinking!) tall.  So my husband gets this one and I'll be looking at the kids bikes!","Reviewed in the United States on August 18, 2022","Color: Blue<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","2 people found this helpful","","","[]","[]"
"R3GL4KGJ35Z2NC","Laura Gonzalez","https://www.amazon.com/gp/profile/amzn1.account.AEICJETVV4A2OD74TX7DDNARSGQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","4","","https://www.amazon.com/gp/customer-reviews/R3GL4KGJ35Z2NC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","Muy buenaaa y vino todo","Reviewed in the United States on June 15, 2023","Color: Purple<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 24-inch","Verified Purchase","2 people found this helpful","","","[]","[]"
"R1SMKGMTFHJRA1","Alyssa Everett","https://www.amazon.com/gp/profile/amzn1.account.AFI7SUD7A5IY6HTWG35LQ6LYOLLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","4","","https://www.amazon.com/gp/customer-reviews/R1SMKGMTFHJRA1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","it's heavy, which is expected for sth really cheap. assembly and riding is fairly simple, but quality is something else. it's very loud when ridden and overall build quality is pretty terrible. the inner tire air compartment burst while riding for the first 10 minutes, and this was after properly inflating. overall would not recommend.","Reviewed in the United States on March 28, 2022","Color: Blue<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","One person found this helpful","","","[]","[]"
"R3QNU8ZEBTH3WG","Oyasita","https://www.amazon.com/gp/profile/amzn1.account.AH3N42OPH4UZVIEFRYTQOU7DBPZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","4","","https://www.amazon.com/gp/customer-reviews/R3QNU8ZEBTH3WG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","The bike itself is really nice and sleek but when it was being assembled one of the parts was broken. If not I would of gave this product a full 5 stars.","Reviewed in the United States on January 17, 2023","Color: Blue<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","7 people found this helpful","","","[""https://m.media-amazon.com/images/I/712KUsf8zVL._SY88.jpg"",""https://m.media-amazon.com/images/I/717X8TtPZIL._SY88.jpg"",""https://m.media-amazon.com/images/I/717rPkx4AcL._SY88.jpg"",""https://m.media-amazon.com/images/I/71WpueH9zRL._SY88.jpg""]","[""https://m.media-amazon.com/images/I/712KUsf8zVL.jpg"",""https://m.media-amazon.com/images/I/717X8TtPZIL.jpg"",""https://m.media-amazon.com/images/I/717rPkx4AcL.jpg"",""https://m.media-amazon.com/images/I/71WpueH9zRL.jpg""]"
"R2B08WDE8CX86L","Pocc","https://www.amazon.com/gp/profile/amzn1.account.AFJLEDPZC2PLCFUETFXJSUDN5VJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","3","","https://www.amazon.com/gp/customer-reviews/R2B08WDE8CX86L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","I have to add grease in all the gear and inside the pedal gear because they were not even rolling..... looks like was very old or not storage well.<br>If you are handy for the price is a good deal but you have to consider to work a little.","Reviewed in the United States on May 18, 2023","Color: Blue<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","One person found this helpful","","","[]","[]"
"R3GKRU9OSIUHD4","matt","https://www.amazon.com/gp/profile/amzn1.account.AEBQXHWOBUSR44MMN7RXB7SSN7RQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","1","","https://www.amazon.com/gp/customer-reviews/R3GKRU9OSIUHD4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","On a budget though this is a step up from Walmart junk bikes. Payed more than Walmart bike. Bought for my daughter's first mountain bike hard tail. To start riding with me on the easy trails. Assablaly was as expected in boxed bike's easy and tune the deralers. Air the tires up. First Ride the crank bearings broke jamed the pedals up. I had to force and brake the broken Crank bearing races to free it up to make it at least ridable back to the parking lot about a mile on to the trail. As the hole crack assembly was wabbling and chain keeps falling off. I fixed it with spar bearings I had that where old stock so the replacement bearings where USA made. Not this junk. Thay did not have enough grease in the bell crank. It was way over tight also. Also when assembly the front shocks would not move or budge. It took a full grown man me to slam down on the front forks shocks to free them up. Por manufacturing junk internal parts cheap Chinese junck!. When this is a amarican bike company you would think the quality standard's would be good. For now on I rather buy a used good quality bike from excellent independent bike shops. Or dick's sporting goods is mutch better. Even there cheaper bikes are good better quality. You pay a bit more but it's worth it. You can bring the bike Right into dicks and thay will fix or replace parts anything on the spot usually free of charge.","Reviewed in the United States on January 30, 2022","Color: Purple<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 24-inch","Verified Purchase","7 people found this helpful","","","[]","[]"
"R21629WQY2O38B","Amaz0n Cust0mer","https://www.amazon.com/gp/profile/amzn1.account.AFPDOF2DBV6JLI54FNCBQB6HDCDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","4","","https://www.amazon.com/gp/customer-reviews/R21629WQY2O38B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","Nice bike, but not happy about the scratches. I would exchange it, but I'm not hauling it to UPS. Also, the tires could be better quality but I can replace them when the time comes.","Reviewed in the United States on October 8, 2022","Color: Pink<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","5 people found this helpful","","","[""https://m.media-amazon.com/images/I/611qB1jxCeL._SY88.jpg"",""https://m.media-amazon.com/images/I/61Yl8bWq9CL._SY88.jpg"",""https://m.media-amazon.com/images/I/61hxFOHBPbL._SY88.jpg""]","[""https://m.media-amazon.com/images/I/611qB1jxCeL.jpg"",""https://m.media-amazon.com/images/I/61Yl8bWq9CL.jpg"",""https://m.media-amazon.com/images/I/61hxFOHBPbL.jpg""]"
"RO4K8U2WD3SY2","Brittany diggs","https://www.amazon.com/gp/profile/amzn1.account.AGBB4LUDJ5454WHVBACLP24T75RQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","3","","https://www.amazon.com/gp/customer-reviews/RO4K8U2WD3SY2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","This bike arrived with a broken bike seat. Wasn’t the easiest to put together","Reviewed in the United States on August 26, 2023","Color: Pink<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","One person found this helpful","","","[]","[]"
"R3VXDEFB8F3KHP","T-RayEOD","https://www.amazon.com/gp/profile/amzn1.account.AGTG4QKAYAGWWJYE5CBEDF5C36AQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","4","","https://www.amazon.com/gp/customer-reviews/R3VXDEFB8F3KHP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","The tires say inflate to 40 - 65 lbs, I inflated o 50 lbs and when my daughter (110lbs) rode the bike about 20 feet the rear tube exploded.","Reviewed in the United States on November 26, 2022","Color: Purple<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 24-inch","Verified Purchase","16 people found this helpful","","","[]","[]"
"RDFBGH7ECQ468","Gaby","https://www.amazon.com/gp/profile/amzn1.account.AESF6X2NTMOJVUHIT3P5UFXOB7KQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","3","","https://www.amazon.com/gp/customer-reviews/RDFBGH7ECQ468/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","Llego a tiempo,  facil de ensamblar,  es muy bonita,  peroooo.... al momento de armarla tuvimos problema con los pedales,  estaban muy duros de entrar para atornillar al Punto que uno de los pedales no entra derecho queda totalmente desnivelado.<br>Entonces tuve que comprar pedales adicionales para que queden de manera correcta.<br>Pienso que los pedales tuvieron un error de fabricacion que quizas no se ha presentado en otras ventas.<br>En resumen la bicicleta costo mas de lo vendido por la compra extra de pedales.<br><br>Aparte de eso hasta este momento no se le ha visto otro inconveniente y la verdad el diseño es bonito.","Reviewed in the United States on December 27, 2021","Color: Red<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 24-inch","Verified Purchase","One person found this helpful","","","[]","[]"
"R33XHBR5WJ4IGY","Katie Merritt","https://www.amazon.com/gp/profile/amzn1.account.AFRK3UEMFEY64QDA3TBUVC52P4UQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","3","","https://www.amazon.com/gp/customer-reviews/R33XHBR5WJ4IGY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","I’m 5’8” tall and I feel like this bike is boarder line too small for me, but it will work for now. You need about 6 different tools to assemble it. My husband put it together pretty easy, but the front brakes were a pain. You will want to buy a new seat as the seat it comes with is the most uncomfortable bike seat I have ever sat on. Hard as a rock and small. The bike looks nice, colors are bright and vibrant. It’s a basic bike. Nothing special about it.","Reviewed in the United States on May 7, 2022","Color: Pink<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","2 people found this helpful","","","[]","[]"
"RD9URAAT24JJV","Bill","https://www.amazon.com/gp/profile/amzn1.account.AG5URDGENZMXJJ5ONC2QM7Y6FGKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","2","","https://www.amazon.com/gp/customer-reviews/RD9URAAT24JJV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","The bike works fine and went together without too much hassle but after unboxing it and getting it put together it honestly looks like a used bike. I guess I would blame shipping and how the manufacturer packaged the bike but the front reflector was broke off, the bottom of the seat was rubbing on something causing the fabric to tear, one of the wheel spokes was noticeably bent, there are several locations on the wheels and chassis of the bike where the paint is worn off due to rubbing, some of the decals are bubbling up. I guess when someone buys something new they expect it to look new, in that regard I was severely disappointed.","Reviewed in the United States on July 13, 2023","Color: Blue<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","","","","[]","[]"
"R1UNGCORWINRGT","Tonya Linn","https://www.amazon.com/gp/profile/amzn1.account.AHGDQUOOLS2ZQK4ODC5AIHQ5DGAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","3","","https://www.amazon.com/gp/customer-reviews/R1UNGCORWINRGT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","While assembly of the front wheel, handlebars, seat and pedals was simple enough, the bike was FAR FROM ready to ride.  Nothing was tuned properly. I had to spend hours adjusting everything from brake pads, brake lines, derailleurs, etc.<br><br>Furthermore, the seat is rock hard. Even after adjusting as much as possible, shifting gears is still challenging.<br><br>Given the price, I would have expected a more “ready to ride” and “comfortable ride.”","Reviewed in the United States on May 30, 2022","Color: Blue<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","","","","[]","[]"
"R1LR3ULX696HDR","Juanita Linn","https://www.amazon.com/gp/profile/amzn1.account.AEYBBNRZKCIPXCV7VSCYVAK75P6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","4","","https://www.amazon.com/gp/customer-reviews/R1LR3ULX696HDR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","Got this bike for my teen son. We got it together but the seat was so hard he was disappointed cuz he can't ride far and sit. I'll be buying a bike seat cushion for it.","Reviewed in the United States on April 21, 2022","Color: Blue<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","","","","[]","[]"
"R1QBQLFSZBD3WC","Jennifer Brandt","https://www.amazon.com/gp/profile/amzn1.account.AFS3IZWQKRTV3IT4LAFTBWD7AR7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","2","","https://www.amazon.com/gp/customer-reviews/R1QBQLFSZBD3WC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","I'm an avid bike rider and my bikes usually last at least 3 years.  When I saw this pink bike, I knew I had to have it!  However, on my first ride out I noticed it was a lot heavier than my previous ride.  It took way more energy to go the same distance as usual for me.  After about 2 or 3 rides I would have to add air to the tires.  They lost way too much air each ride out.  Then on about my 5th ride out, I got a flat tire 3 miles from home!  Ugh ~ new bike should have thicker tires without the worry of getting a flat.  I feel like perhaps I just got a ""lemon"" and I sure hope most of these bikes don't have similar problems.","Reviewed in the United States on July 4, 2022","Color: Pink<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","One person found this helpful","","","[]","[]"
"R1A2P0T751OSHV","C. A","https://www.amazon.com/gp/profile/amzn1.account.AFJ6CHPTXMUC4APX5HFSCEDFSCJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","1","","https://www.amazon.com/gp/customer-reviews/R1A2P0T751OSHV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","Had it a month and the bars that hold the pedals on become loose, fell off, and it's unusulabe! It's my teenage sons way to get to and from school and he can't use it now!","Reviewed in the United States on May 23, 2024","Color: Blue<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","One person found this helpful","","","[""https://m.media-amazon.com/images/I/611cKD73xNL._SY88.jpg""]","[""https://m.media-amazon.com/images/I/611cKD73xNL.jpg""]"
"R1NTQN2031PA3X","E. Adams","https://www.amazon.com/gp/profile/amzn1.account.AHES5WKSA5PP5X75XNK3N4OVDE2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","4","","https://www.amazon.com/gp/customer-reviews/R1NTQN2031PA3X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","The bike was all there and very easy to assemble. my only complaint is the gooseneck where the handlebars attach is welded on crooked.","Reviewed in the United States on July 23, 2022","Color: Purple<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 24-inch","Verified Purchase","","","","[]","[]"
"R22C09ENL5X5SS","Bruno","https://www.amazon.com/gp/profile/amzn1.account.AH4SMOROZCNNFNBIR3KVNTGCSDSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","5","","https://www.amazon.com/gp/customer-reviews/R22C09ENL5X5SS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","Turned it into an ebike, for anyone planning on converting it does not have mounting holes on the main frame so you will have to use a rack or a frame bag; also get a new seat because stock is gonna hurt you.","Reviewed in the United States on April 29, 2023","Color: Blue<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","","","","[""https://m.media-amazon.com/images/I/71TJt47ioTL._SY88.jpg""]","[""https://m.media-amazon.com/images/I/71TJt47ioTL.jpg""]"
"RO14UD15B6995","Kyle Santus","https://www.amazon.com/gp/profile/amzn1.account.AEES2DIHE44VLVDGZNAX3ARLK7KA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","3","","https://www.amazon.com/gp/customer-reviews/RO14UD15B6995/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","Handle bars come loose, and I can't crank the wrench anymore. Seat wasn't very comfortable. Had to completely reset the brake system to have it function properly.","Reviewed in the United States on April 21, 2023","Color: Blue<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","One person found this helpful","","","[]","[]"
"R2SFP955TYTXF5","Micheal R","https://www.amazon.com/gp/profile/amzn1.account.AFAL3QON4SVXWF7SDNCKOFIWP5IQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","5","","https://www.amazon.com/gp/customer-reviews/R2SFP955TYTXF5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","My daughter needed a bike for a class at her private school on safety and her cool old classic failed the safety test so I ordered this one so it would get here before the next week's class as she had to sit out.  She LOVES this bike.. is 11.. an active kid.  I can't review it other than saying it was so simple to put together and hasn't broken with a sorta big 5'6"" TALL 11 yr old...  and she loves it so there's your review!","Reviewed in the United States on October 2, 2021","Color: Pink<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","One person found this helpful","","","[]","[]"
"R8B1XSS1WOCAL","leila","https://www.amazon.com/gp/profile/amzn1.account.AFJPQL4UGR7LDVAYOMHDIHDKAVIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","4","","https://www.amazon.com/gp/customer-reviews/R8B1XSS1WOCAL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","The chair is not comfort and when you want to make turn your feet hit the wheel .","Reviewed in the United States on August 26, 2022","Color: Pink<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","3 people found this helpful","","","[]","[]"
"R39OB2AM3UMHLK","Verna ","https://www.amazon.com/gp/profile/amzn1.account.AGJVAPE2NSVY2QMZT66CQQWK33AQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","5","","https://www.amazon.com/gp/customer-reviews/R39OB2AM3UMHLK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","It was very well assembled. Thank you.","Reviewed in the United States on October 19, 2023","Color: Pink<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","","","","[]","[]"
"R3O76WKETHPUK6","Nicholas Aikins","https://www.amazon.com/gp/profile/amzn1.account.AHYMHYS5ZD5P556BTLZBNPJDVG3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","2","","https://www.amazon.com/gp/customer-reviews/R3O76WKETHPUK6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","Of course I wasn't expecting anything too great out of a relatively cheap bike, but this is the first time I'm actually sending something back. The general comfort and feel of the bike isn't great. The seat is not all that great, the handlebar grips are a little small, and you tend to feel every little bump and vibration despite having a ""front suspension."" I also had trouble with gears skipping and even the local bike mechanic could only improve it a little. Then there's the brakes, they are not very reliable. Even after tightening them, they lose performance over just a few miles. The worst part was that, I'm guessing due to the cheap material, one pedal actually ruined the socket. When I looked, the pedal bolt was fine, but the socket was completely wrecked. The pedal came off a couple of miles from home and I had to walk back. I'm now waiting for my refund.","Reviewed in the United States on September 30, 2021","Color: Blue<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","","","","[]","[]"
"R1AHLXSOBZZTMI","Dady Dinuri","https://www.amazon.com/gp/profile/amzn1.account.AFXQ4LZXKH7UKAM7BFWKCNOFW75Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","4","","https://www.amazon.com/gp/customer-reviews/R1AHLXSOBZZTMI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","The original seat not that comfortable, need to change to a wider seat.","Reviewed in the United States on August 16, 2022","Color: Blue<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","","","","[]","[]"
"RXA73P6YURVHV","Kajun Cooking","https://www.amazon.com/gp/profile/amzn1.account.AH2JAY4YCPGAAHWW5KK7YBNLWX4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","5","","https://www.amazon.com/gp/customer-reviews/RXA73P6YURVHV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","I bought it for me as a Christmas gift and let me tell you this bike had me exhausted but I know the more I ride it and get used to it and the better I feel after a workout","Reviewed in the United States on January 11, 2023","Color: Pink<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","10 people found this helpful","","","[""https://m.media-amazon.com/images/I/81MaPs7Vx1L._SY88.jpg"",""https://m.media-amazon.com/images/I/81a+9LkqxHL._SY88.jpg""]","[""https://m.media-amazon.com/images/I/81MaPs7Vx1L.jpg"",""https://m.media-amazon.com/images/I/81a+9LkqxHL.jpg""]"
"R2PKM2KWDIRGPW","Michael Hagos","https://www.amazon.com/gp/profile/amzn1.account.AEABXY64EHLRCJ4ENRTG3QJO2REA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","3","","https://www.amazon.com/gp/customer-reviews/R2PKM2KWDIRGPW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","Heavy. Too slow and very difficult to go up small hills. Does not respond to Changing gears. Bad breaks. I bought this bike because of good reviews,  but either I am unlucky customer or something wrong with the reviews.","Reviewed in the United States on July 21, 2022","Color: Blue<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","","","","[]","[]"
"R1YDGPN773A22D","Amazon Customer","https://www.amazon.com/gp/profile/amzn1.account.AF5TPOUVXIP24W7XKYVQKP25K6NA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","5","","https://www.amazon.com/gp/customer-reviews/R1YDGPN773A22D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","It took my neighbor 15min to put together with no problems. It felt really good to ride a bike again at 63 yrs old. Bike trails here I come!!!!","Reviewed in the United States on May 27, 2023","Color: Pink<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","6 people found this helpful","","","[""https://m.media-amazon.com/images/I/81svavurF0L._SY88.jpg""]","[""https://m.media-amazon.com/images/I/81svavurF0L.jpg""]"
"R2CZC5H0CV4QHP","Adam","https://www.amazon.com/gp/profile/amzn1.account.AGCDTSGQBSHFCLRX7KG7475Z7D4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","3","","https://www.amazon.com/gp/customer-reviews/R2CZC5H0CV4QHP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","Would be 5 stars all around. But it’s a midnight blue color and I hate blue.  I ordered black. Odd thing is blue is not an option. Only keeping it because it’s a very dark blue and don’t want the hassle.","Reviewed in the United States on May 26, 2022","Color: Blue<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","","","","[]","[]"
"RINZ296J8YX39","Reviews be reviewing","https://www.amazon.com/gp/profile/amzn1.account.AETEWCCFYCCOI5SKD6Z4FIMHFJPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","3","","https://www.amazon.com/gp/customer-reviews/RINZ296J8YX39/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","My daughter wanted to learn how to bike and she is currently using this bike. She likes it, but the components are pretty cheap. I guess this is what you get for less than $200.","Reviewed in the United States on August 11, 2022","Color: Purple<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 24-inch","Verified Purchase","","","","[]","[]"
