"id","username","profileURL","rating","title","review_url","asin","content","date","format_strip","verified","helpful","videoURL","video_cover_url","imgs","normalImgs"
"R2HG09INRL7C0Y","Cole W.","https://www.amazon.com/gp/profile/amzn1.account.AHCELUYWOHM5D3JAIOKKIBRJ5VOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","3","","https://www.amazon.com/gp/customer-reviews/R2HG09INRL7C0Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08TR5Z9XY","B08TR5Z9XY","Will update as I get more use out of it. After setup, three of the eyelets we're lose and ha slipped off their section of rod. I don't expect them to stay just from me shoving them back on. Initial thoughts is three stars. Would be 4 if it wasn't already 'broken' before first use.","Reviewed in the United States on November 27, 2021","Size: 7.87FT/2.4M","Verified Purchase","","","","[]","[]"
"RB5A58MCTNNZM","jojo","https://www.amazon.com/gp/profile/amzn1.account.AF365JG25QVYEZ6GMIQXZN5M2A3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","4","","https://www.amazon.com/gp/customer-reviews/RB5A58MCTNNZM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08TR5Z9XY","B08TR5Z9XY","No well written instructions for a pure beginner.","Reviewed in the United States on April 15, 2022","Size: 6.89FT/2.1M","Verified Purchase","4 people found this helpful","","","[]","[]"
"RMG1NY52K43GV","Adriancofield44055","https://www.amazon.com/gp/profile/amzn1.account.AGWIUZEULXTHCQYKBS5IEWPP2QRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","3","","https://www.amazon.com/gp/customer-reviews/RMG1NY52K43GV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08TR5Z9XY","B08TR5Z9XY","Great concept but, if your not fishing in a pond I wouldn’t recommend.","Reviewed in the United States on November 30, 2022","Size: 6.89FT/2.1M","Verified Purchase","One person found this helpful","","","[]","[]"
"R3KQMVGLYW57GI","Judy","https://www.amazon.com/gp/profile/amzn1.account.AGYWK2M7I5TYVYEZOU2V63BM2CWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","4","","https://www.amazon.com/gp/customer-reviews/R3KQMVGLYW57GI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08TR5Z9XY","B08TR5Z9XY","Pretty easy to assemble. Can’t wait to get out to the lake and use it.","Reviewed in the United States on June 25, 2021","Size: 6.89FT/2.1M","Verified Purchase","","","","[]","[]"
"R3G8R6EG0Y6XF2","koeun lee","https://www.amazon.com/gp/profile/amzn1.account.AFTENZJY36AC2O5NGA65N4VIGY4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","5","","https://www.amazon.com/gp/customer-reviews/R3G8R6EG0Y6XF2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08TR5Z9XY","B08TR5Z9XY","light rod and good quality.<br>It is difficult to wind line into reel.<br>I am worried too light to catch big fish.<br>Anyway it is the best for beginner.","Reviewed in the United States on July 5, 2022","Size: 6.89FT/2.1M","Verified Purchase","","","","[]","[]"
"R17DBKI2LBPJX2","Jessica klonz","https://www.amazon.com/gp/profile/amzn1.account.AEHEFZIHFJSCXTEZMCNVPUDRU3OA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","3","","https://www.amazon.com/gp/customer-reviews/R17DBKI2LBPJX2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08TR5Z9XY","B08TR5Z9XY","I like the included carrying bag for the rod. However the reel mount isn’t very secure and when I was reeling in a small trout the reel kept wiggling around, it felt like it was going to come off. I zip tied the reel to the rod and now I’m fairly impressed, I guess.","Reviewed in the United States on April 4, 2021","Size: 6.89FT/2.1M","Verified Purchase","One person found this helpful","","","[]","[]"
"R2AE4Z8YU6CYAO","Matthew Aguero","https://www.amazon.com/gp/profile/amzn1.account.AFNKUBUUV53XIKP6AP6F6B6Z6AQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","5","","https://www.amazon.com/gp/customer-reviews/R2AE4Z8YU6CYAO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08TR5Z9XY","B08TR5Z9XY","I wanted to put some time in with this rod and reel combo. Honestly I am impressed with the quality and strength of the rod. I’ve bought many telescoping rods and this rod is by far one of the best. I’d recommend this rod to anyone. Don’t hesitate to buy this, I don’t regret buying mine.","Reviewed in the United States on June 16, 2021","Size: 6.89FT/2.1M","Verified Purchase","7 people found this helpful","","","[""https://images-na.ssl-images-amazon.com/images/I/81Y0WGmWLPL._SY88.jpg"",""https://images-na.ssl-images-amazon.com/images/I/81cCGOM-cUL._SY88.jpg"",""https://images-na.ssl-images-amazon.com/images/I/81fUcr1nrdL._SY88.jpg"",""https://images-na.ssl-images-amazon.com/images/I/81fprrJCu5L._SY88.jpg"",""https://images-na.ssl-images-amazon.com/images/I/91-PTvDWsxL._SY88.jpg""]","[""https://images-na.ssl-images-amazon.com/images/I/81Y0WGmWLPL.jpg"",""https://images-na.ssl-images-amazon.com/images/I/81cCGOM-cUL.jpg"",""https://images-na.ssl-images-amazon.com/images/I/81fUcr1nrdL.jpg"",""https://images-na.ssl-images-amazon.com/images/I/81fprrJCu5L.jpg"",""https://images-na.ssl-images-amazon.com/images/I/91-PTvDWsxL.jpg""]"
"R3O3C1TOVUMKZL","xracer73","https://www.amazon.com/gp/profile/amzn1.account.AF5JB4U5HMZM4X2HPVTASUEUSWQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","5","","https://www.amazon.com/gp/customer-reviews/R3O3C1TOVUMKZL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08TR5Z9XY","B08TR5Z9XY","I was impressed with the quality for the price!","Reviewed in the United States on March 17, 2023","Size: 6.89FT/2.1M","Verified Purchase","","","","[]","[]"
"R2SW927B54IR8S","Chelise","https://www.amazon.com/gp/profile/amzn1.account.AEVZGMT6LC4CKEMABLU6YRTZ3WUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","5","","https://www.amazon.com/gp/customer-reviews/R2SW927B54IR8S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08TR5Z9XY","B08TR5Z9XY","This pole is actually good I had my doubts but it’s awesome","Reviewed in the United States on December 20, 2022","Size: 6.89FT/2.1M","Verified Purchase","3 people found this helpful","","","[""https://m.media-amazon.com/images/I/71QF583mSkL._SY88.jpg""]","[""https://m.media-amazon.com/images/I/71QF583mSkL.jpg""]"
"RQMBEYQUQQ249","lpatjam","https://www.amazon.com/gp/profile/amzn1.account.AHAZR3Y7D4Z7377V6TKYRFUKZGNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","5","","https://www.amazon.com/gp/customer-reviews/RQMBEYQUQQ249/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08TR5Z9XY","B08TR5Z9XY","Bought this combo for my son. It is a good combo. Every thing worked as it should for a little while and then the rod broke. Very disappointed that it didn't last longer. I will buy another just not this brand.","Reviewed in the United States on October 3, 2021","Size: 6.89FT/2.1M","Verified Purchase","One person found this helpful","","","[]","[]"
"R1UP2IP64AXP6Z","quality 4/10","https://www.amazon.com/gp/profile/amzn1.account.AESLYGLSZMOMB6PJPTJC24CTXYCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","2","","https://www.amazon.com/gp/customer-reviews/R1UP2IP64AXP6Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08TR5Z9XY","B08TR5Z9XY","holes don’t even align they slide causing the gline to mess up","Reviewed in the United States on August 16, 2023","Size: 6.89FT/2.1M","Verified Purchase","","","","[]","[]"
"R1T72SRSU0GIFX","WH","https://www.amazon.com/gp/profile/amzn1.account.AFZIZPAYHY2EFQAUB54A3VRG7OYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","5","","https://www.amazon.com/gp/customer-reviews/R1T72SRSU0GIFX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08TR5Z9XY","B08TR5Z9XY","Compact and good, works very good and it is well built, it does the job for a hobby.","Reviewed in the United States on July 30, 2022","Size: 6.89FT/2.1M","Verified Purchase","","","","[]","[]"
"R39NSVARI36VNV","Joy","https://www.amazon.com/gp/profile/amzn1.account.AEHCFYXUO4SAZBGAHBYUE4ACUJPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","5","","https://www.amazon.com/gp/customer-reviews/R39NSVARI36VNV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08TR5Z9XY","B08TR5Z9XY","I got this for Father’s Day and it is a very nice rod.  Especially convenient that it collapses so it doesn’t take up the hole car and the hooks don’t go flying everywhere. I need to get out and use it more.","Reviewed in the United States on July 18, 2021","Size: 7.87FT/2.4M","Verified Purchase","","","","[]","[]"
"R2GIACOTIEDNHE","richard a hampton","https://www.amazon.com/gp/profile/amzn1.account.AHFQWXZG65QRG6XXLCP5TBNKZFUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","4","","https://www.amazon.com/gp/customer-reviews/R2GIACOTIEDNHE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08TR5Z9XY","B08TR5Z9XY","Good item for my grandson","Reviewed in the United States on July 28, 2021","Size: 6.89FT/2.1M","Verified Purchase","","","","[]","[]"
"R3QPOBD34J3XXG","Alami","https://www.amazon.com/gp/profile/amzn1.account.AH2AV56KALRM44ZPQI4MHAXTPKMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","5","","https://www.amazon.com/gp/customer-reviews/R3QPOBD34J3XXG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08TR5Z9XY","B08TR5Z9XY","Great one to have, this is my favorite fishing rod and reel I ever had! Thank you very much for the high quality  I really needed and finally got a very good  fishing rod and reel  I was looking for, loved the product!","Reviewed in the United States on May 17, 2021","Size: 6.89FT/2.1M","Verified Purchase","","","","[]","[]"
"R17PWY7RLE9BK6","Koyo.T","https://www.amazon.com/gp/profile/amzn1.account.AEFNPKUKF3IYE6VEAIPMAHCKUWHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","5","","https://www.amazon.com/gp/customer-reviews/R17PWY7RLE9BK6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08TR5Z9XY","B08TR5Z9XY","Light compact lure rod combo looks 100$. Reel looks very high quality. Rod is hard, so big fish can be caught. On the other hand smaller lures like a few grams are hard to controll.<br>Keep this in trunk room of your car.","Reviewed in the United States on April 18, 2021","Size: 6.89FT/2.1M","Verified Purchase","3 people found this helpful","","","[]","[]"
"R3F4N1UKTVOO55","Lis","https://www.amazon.com/gp/profile/amzn1.account.AFOKWJPWWXFT35TRE3B3RZ4YNC7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","2","","https://www.amazon.com/gp/customer-reviews/R3F4N1UKTVOO55/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08TR5Z9XY","B08TR5Z9XY","We went fishing and broke","Reviewed in the United States on July 27, 2023","Size: 7.87FT/2.4M","Verified Purchase","","","","[]","[]"
