"id","username","profileURL","rating","title","review_url","asin","content","date","format_strip","verified","helpful","videoURL","video_cover_url","imgs","normalImgs"
"R128N756SGJI92","xo.axgel","https://www.amazon.com/gp/profile/amzn1.account.AHNPLXLLR3SOIYJTZLBPNUNZMIOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","5","","https://www.amazon.com/gp/customer-reviews/R128N756SGJI92/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ND3WR64","B07ND3WR64","Must have in the restroom. I was looking for gentle wipes that were flushable and these get the job done. The only downside is they are scented but it isn’t too overpowering and i haven’t had any issues whatsoever.","Reviewed in the United States on June 20, 2024","Size: 42 Count (Pack of 8)","Verified Purchase","One person found this helpful","","","[""https://m.media-amazon.com/images/I/71-+tizrEOL._SY88.jpg""]","[""https://m.media-amazon.com/images/I/71-+tizrEOL.jpg""]"
"R30ASUPI7IQU83","Kimberly Carabajal","https://www.amazon.com/gp/profile/amzn1.account.AG5X4SPLSLPOJV64O7IWRPQWVZXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","4","","https://www.amazon.com/gp/customer-reviews/R30ASUPI7IQU83/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ND3WR64","B07ND3WR64","They work good, sometimes tear when taking out of the package like they are really packaged tightly, otherwise great product!","Reviewed in the United States on July 4, 2024","Size: 42 Count (Pack of 8)","Verified Purchase","","","","[]","[]"
"RSV5L9DHJ1RYD","Amazon Customer","https://www.amazon.com/gp/profile/amzn1.account.AGSKLV2RWPMVGMOTVOBEO5HTYN6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","5","","https://www.amazon.com/gp/customer-reviews/RSV5L9DHJ1RYD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ND3WR64","B07ND3WR64","As advertised.  No problem with delivery or product.  Same as if I purchased in the store.","Reviewed in the United States on July 3, 2024","Size: 42 Count (Pack of 8)","Verified Purchase","","","","[]","[]"
"R2BUQ6D4SNRVHC","Carole B Swanson","https://www.amazon.com/gp/profile/amzn1.account.AH7357ZGMOY3JTKEW44LJY6XPKTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","5","","https://www.amazon.com/gp/customer-reviews/R2BUQ6D4SNRVHC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ND3WR64","B07ND3WR64","These wet wipes are great for resin projects also for hygiene uses.","Reviewed in the United States on July 7, 2024","Size: 42 Count (Pack of 8)","Verified Purchase","","","","[]","[]"
"R3472OJH2ZRSB5","Donna Ingram Photography LLC","https://www.amazon.com/gp/profile/amzn1.account.AHRUZFM35AYHFF3PBPYYL6WL4B2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","5","","https://www.amazon.com/gp/customer-reviews/R3472OJH2ZRSB5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ND3WR64","B07ND3WR64","We have ordered several times , they do not clog your tolite. We keep them in all the bathrooms and we take a pack when traveling.  Will always reorder when we run low","Reviewed in the United States on June 16, 2024","Size: 42 Count (Pack of 8)","Verified Purchase","","","","[]","[]"
"R3ES2EFJ2DQHXX","Anne","https://www.amazon.com/gp/profile/amzn1.account.AE7NVFCR6CMOCTEX2RK3EXSABMDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","4","","https://www.amazon.com/gp/customer-reviews/R3ES2EFJ2DQHXX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ND3WR64","B07ND3WR64","I like that they’re easy to pack for travel or for at-home use. Not flimsy, yet soft.","Reviewed in the United States on July 1, 2024","Size: 42 Count (Pack of 8)","Verified Purchase","","","","[]","[]"
"R34EN80KWVL3RF","Alan","https://www.amazon.com/gp/profile/amzn1.account.AE27L2MOZ6Y2W6PR3WJK5QP3TPCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","5","","https://www.amazon.com/gp/customer-reviews/R34EN80KWVL3RF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ND3WR64","B07ND3WR64","Don't flush if you have a septic tank.","Reviewed in the United States on July 3, 2024","Size: 42 Count (Pack of 8)","Verified Purchase","","","","[]","[]"
"RBU745DRJ0B3F","Caseyb77","https://www.amazon.com/gp/profile/amzn1.account.AGKSJZLJIU4HKAYUNMH7EEKPMD7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","5","","https://www.amazon.com/gp/customer-reviews/RBU745DRJ0B3F/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ND3WR64","B07ND3WR64","No issues for my sensitive skin. Good for traveling.","Reviewed in the United States on July 3, 2024","Size: 42 Count (Pack of 8)","Verified Purchase","","","","[]","[]"
"R338PWNM8TVZH7","Nicolette Pal","https://www.amazon.com/gp/profile/amzn1.account.AF3D4DFT62PLFMVJZ3P5WTDPJ34Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","5","","https://www.amazon.com/gp/customer-reviews/R338PWNM8TVZH7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ND3WR64","B07ND3WR64","My favorite wipes! They stay wet for a long period of time even if you happen to leave the lid opened. They hold up well and they perform just the way you need them too. Would be nice if they had a larger size available as well. But I can deal I purchase them before I'm even out I can't go without them!","Reviewed in the United States on May 31, 2024","Size: 42 Count (Pack of 8)","Verified Purchase","","","","[]","[]"
"RC4IE95NICBQZ","Lindsay Woodard","https://www.amazon.com/gp/profile/amzn1.account.AEDLVZ7SGASOM2HHSJRY2SKLLY2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","5","","https://www.amazon.com/gp/customer-reviews/RC4IE95NICBQZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ND3WR64","B07ND3WR64","These are my favorite brand. They work best with the septic tank, they are soft and eco friendly.","Reviewed in the United States on June 26, 2024","Size: 42 Count (Pack of 8)","Verified Purchase","","","","[]","[]"
"R2LEJ25JF99FL6","DVE L.","https://www.amazon.com/gp/profile/amzn1.account.AE6VB5NZCBMXB74R6KXNUFKQWZHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","5","","https://www.amazon.com/gp/customer-reviews/R2LEJ25JF99FL6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ND3WR64","B07ND3WR64","Very soothing.  I carry them with me. because they are refreshing","Reviewed in the United States on June 30, 2024","Size: 42 Count (Pack of 8)","Verified Purchase","","","","[]","[]"
"R24650M44BIN8C","Dr.Newton","https://www.amazon.com/gp/profile/amzn1.account.AGXZH7EWCSMYDICC67G3A6N2JVSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","5","","https://www.amazon.com/gp/customer-reviews/R24650M44BIN8C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ND3WR64","B07ND3WR64","Very good quality","Reviewed in the United States on June 29, 2024","Size: 45 Count (Pack of 8)","Verified Purchase","","","","[]","[]"
